[4.9268856741946365e-5, 0.26016423071338934, 3.140069344584098, -2.27008100955155, -2.40769461674617e-5, 0.9598460188468598, 1.569995694393751]
[-0.0036826304071600306, 0.2605300766098984, 3.139342261812009, -2.2692426665313876, -0.0042644060740318285, 0.961980462900732, 1.5720319902445161]
[-0.01501471140494021, 0.26186406259676587, 3.1373123356018326, -2.266578278741697, -0.017517781343672784, 0.9679744270610887, 1.578828211275194]
[-0.03410275341722126, 0.2643778515781343, 3.1344254618282235, -2.2619258613120157, -0.038759998252585394, 0.9772761356250965, 1.589678283471307]
[-0.06094464399030275, 0.26807704716900227, 3.1306952026503865, -2.255296838755953, -0.06800136586264204, 0.989868082081585, 1.6045922452153545]
[-0.09503319253291376, 0.2728976306239359, 3.1261818545582325, -2.2468200372817737, -0.10483732463444356, 1.0055464146410167, 1.623395614454946]
[-0.13239201603257617, 0.27829271669369826, 3.121067881906395, -2.237442449891467, -0.1456619042574646, 1.0227362120736743, 1.644439068632338]
[-0.16978405144321312, 0.28369907137475203, 3.1159362443338363, -2.228073912601398, -0.186477358699147, 1.03991436098102, 1.6654810816377446]
[-0.20717766632389634, 0.28910638591951066, 3.110817321104557, -2.218717534404351, -0.22728878872322522, 1.0570793743837668, 1.686520873079309]
[-0.24457158009970503, 0.29451642103629205, 3.1057098305134963, -2.2093715356544052, -0.26809668188420455, 1.0742336009372238, 1.707558417260933]
[-0.2819650169761006, 0.2999312671998828, 3.100611886129231, -2.2000343779840867, -0.3089012759386713, 1.0913790458720924, 1.7285936357340306]
[-0.3193571818027555, 0.305352975098664, 3.095521577899149, -2.190704637402865, -0.34970268591215886, 1.108517383760734, 1.7496264087096636]
[-0.3567472574205616, 0.310783558296218, 3.090436985769407, -2.181380980344454, -0.3905009404732464, 1.125650012008826, 1.7706565912954242]
[-0.394134410301462, 0.31622500915412455, 3.0853561810850376, -2.172062144486466, -0.4312960135684141, 1.1427781005552986, 1.7916840247219945]
[-0.4315177953509776, 0.32167931553516294, 3.0802772267306677, -2.1627469202266045, -0.4720878534956518, 1.1599026378115227, 1.812708542857436]
[-0.46889655978495076, 0.32714847803411573, 3.0751981764619347, -2.153434132572127, -0.5128764096510438, 1.1770244730100812, 1.833729974390101]
[-0.5062698461374228, 0.332634527903192, 3.0701170736396683, -2.144122623347347, -0.5536616571066868, 1.1941443550783482, 1.8547481410313973]
[-0.5436367944471688, 0.3381395458524405, 3.065031949548134, -2.134811233653897, -0.5944436191505076, 1.2112629681174478, 1.8757628520611618]
